Date,Facility,,,,Military,Total,Civil,Military,Total,
,,Carrier,Taxi,Aviation,,,,,,Operations
Feb-2015,MYF,1,313,"9,469",43,"9,826","7,580",0,"7,580","17,406"
Feb-2015,OAK,"8,118","1,738","2,801",75,"12,732","1,659",92,"1,751","14,483"
Feb-2015,OGG,"4,076","4,602",620,199,"9,497",378,10,388,"9,885"
Feb-2015,ONT,"3,622","1,421",929,75,"6,047",345,0,345,"6,392"
Feb-2015,OXR,0,481,"2,187",7,"2,675","3,358",0,"3,358","6,033"
Feb-2015,PAO,0,76,"4,769",4,"4,849","6,342",0,"6,342","11,191"
Feb-2015,PHX,"27,460","4,168","2,048",340,"34,016",0,0,0,"34,016"
Feb-2015,PMD,6,4,692,465,"1,167",65,864,929,"2,096"
Feb-2015,POC,0,27,"3,840",9,"3,876","4,675",0,"4,675","8,551"
Feb-2015,PRC,0,273,"7,446",33,"7,752","15,744",32,"15,776","23,528"
Feb-2015,PSP,"1,747","1,615","2,099",162,"5,623",528,10,538,"6,161"
Feb-2015,RAL,0,213,"4,309",74,"4,596","4,389",2,"4,391","8,987"
Feb-2015,RDD,1,"1,213","1,174",32,"2,420","1,894",0,"1,894","4,314"
Feb-2015,RHV,0,74,"3,690",2,"3,766","5,955",0,"5,955","9,721"
Feb-2015,RNM,1,4,"2,282",125,"2,412","6,632",18,"6,650","9,062"
Feb-2015,RNO,"2,580",861,"1,605",221,"5,267",386,85,471,"5,738"
Feb-2015,RYN,0,0,"3,087",259,"3,346","4,548","1,803","6,351","9,697"
Feb-2015,SAC,0,265,"4,425",39,"4,729","1,228",2,"1,230","5,959"
Feb-2015,SAN,"11,379","1,971",703,47,"14,100",0,0,0,"14,100"
Feb-2015,SBA,252,"1,719","3,220",152,"5,343","2,650",20,"2,670","8,013"
Feb-2015,SBP,80,795,"2,549",22,"3,446","1,526",0,"1,526","4,972"
Feb-2015,SCK,84,90,"1,893",156,"2,223","1,528",42,"1,570","3,793"
Feb-2015,SDL,67,"1,684","7,189",138,"9,078","3,912",6,"3,918","12,996"
Feb-2015,SDM,0,140,"2,389",235,"2,764","3,065",223,"3,288","6,052"
Feb-2015,SEE,0,11,"6,834",29,"6,874","9,492",0,"9,492","16,366"
Feb-2015,SFO,"23,990","5,144",928,224,"30,286",0,0,0,"30,286"
Feb-2015,SJC,"6,380","1,961","2,132",15,"10,488",324,0,324,"10,812"
Feb-2015,SMF,"5,649","1,162",503,83,"7,397",20,180,200,"7,597"
Feb-2015,SMO,3,738,"4,325",10,"5,076","1,153",1,"1,154","6,230"
Feb-2015,SMX,28,745,"1,121",57,"1,951",694,78,772,"2,723"
Feb-2015,SNA,"6,038",990,"7,301",60,"14,389","6,191",52,"6,243","20,632"
Feb-2015,SNS,0,165,"3,000",32,"3,197","1,058",0,"1,058","4,255"
Feb-2015,SQL,0,"1,752","3,337",0,"5,089","3,290",0,"3,290","8,379"
Feb-2015,STS,231,363,"3,277",39,"3,910","1,760",52,"1,812","5,722"
Feb-2015,TOA,1,38,"4,743",29,"4,811","3,920",4,"3,924","8,735"
Feb-2015,TUS,"2,310","1,689","3,661","1,719","9,379","1,940",898,"2,838","12,217"
Feb-2015,VCV,116,64,"1,195",267,"1,642",485,347,832,"2,474"
Feb-2015,VGT,2,449,"4,543",63,"5,057","5,576",0,"5,576","10,633"
Feb-2015,VNY,9,"1,224","10,896",36,"12,165","5,550",0,"5,550","17,715"
Feb-2015,WHP,0,0,"2,855",0,"2,855","2,264",0,"2,264","5,119"
Feb-2015,WJF,0,89,"2,446",49,"2,584","2,275",6,"2,281","4,865"
Mar-2015,APC,0,311,"2,525",20,"2,856","1,253",42,"1,295","4,151"
Mar-2015,BFL,156,741,"2,992",39,"3,928",817,0,817,"4,745"
Mar-2015,BUR,"3,367","1,914","3,367",118,"8,766","2,571",22,"2,593","11,359"
