Date,Facility,,,,Military,Total,Civil,Military,Total,
,,Carrier,Taxi,Aviation,,,,,,Operations
Dec-1997,SUX,109,901,"1,456",321,"2,787",188,242,430,"3,217"
Dec-1997,TOP,0,44,"2,337",43,"2,424","2,393",62,"2,455","4,879"
Jan-1998,ALN,0,49,"1,801",33,"1,883","2,302",76,"2,378","4,261"
Jan-1998,ALO,4,"1,156","1,062",61,"2,283",534,44,578,"2,861"
Jan-1998,CID,"1,220","1,246","1,860",20,"4,346",634,0,634,"4,980"
Jan-1998,COU,51,420,"1,507",26,"2,004",552,96,648,"2,652"
Jan-1998,DBQ,2,452,959,12,"1,425",730,0,730,"2,155"
Jan-1998,DSM,"2,258","2,896","3,108",201,"8,463",500,134,634,"9,097"
Jan-1998,FOE,17,238,"1,163",417,"1,835",496,634,"1,130","2,965"
Jan-1998,GRI,5,543,740,30,"1,318",248,8,256,"1,574"
Jan-1998,HUT,0,329,"1,666",86,"2,081","1,709",72,"1,781","3,862"
Jan-1998,ICT,"1,995","2,017","6,995",49,"11,056","1,765",22,"1,787","12,843"
Jan-1998,JLN,0,486,"1,307",16,"1,809",658,2,660,"2,469"
Jan-1998,LNK,495,824,"2,617",797,"4,733","2,156",652,"2,808","7,541"
Jan-1998,MCI,"10,400","5,729",728,65,"16,922",34,0,34,"16,956"
Jan-1998,MKC,0,980,"5,885",34,"6,899","3,150",6,"3,156","10,055"
Jan-1998,OJC,0,4,"2,642",7,"2,653","3,257",14,"3,271","5,924"
Jan-1998,OMA,"4,084","2,367","3,273",27,"9,751","1,872",4,"1,876","11,627"
Jan-1998,SGF,841,"1,898","2,923",183,"5,845","1,434",665,"2,099","7,944"
Jan-1998,SLN,8,394,"1,927",177,"2,506","1,216",518,"1,734","4,240"
Jan-1998,STJ,0,0,968,562,"1,530",414,186,600,"2,130"
Jan-1998,STL,"29,405","8,923","1,821",329,"40,478",0,0,0,"40,478"
Jan-1998,SUS,0,333,"6,498",4,"6,835","5,856",0,"5,856","12,691"
Jan-1998,SUX,103,836,"1,436",239,"2,614",332,117,449,"3,063"
Jan-1998,TOP,0,38,"2,702",38,"2,778","3,212",12,"3,224","6,002"
Feb-1998,ALN,12,50,"2,261",68,"2,391","3,268",224,"3,492","5,883"
Feb-1998,ALO,12,"1,163","1,441",96,"2,712","1,016",76,"1,092","3,804"
Feb-1998,CID,"1,208","1,294","2,065",14,"4,581","1,003",2,"1,005","5,586"
Feb-1998,COU,42,505,"1,601",39,"2,187",542,136,678,"2,865"
Feb-1998,DBQ,2,441,"1,348",10,"1,801","1,458",0,"1,458","3,259"
Feb-1998,DSM,"2,187","2,880","3,260",158,"8,485",810,42,852,"9,337"
Feb-1998,FOE,6,260,"1,239",539,"2,044",598,830,"1,428","3,472"
Feb-1998,GRI,4,581,778,18,"1,381",274,0,274,"1,655"
Feb-1998,HUT,0,214,"2,006",231,"2,451","1,764",198,"1,962","4,413"
Feb-1998,ICT,"1,967","1,815","8,014",74,"11,870","2,778",51,"2,829","14,699"
Feb-1998,JLN,0,471,"1,687",6,"2,164",852,0,852,"3,016"
Feb-1998,LNK,443,920,"2,982","1,053","5,398","2,471","1,006","3,477","8,875"
