Date,Facility,,,,Military,Total,Civil,Military,Total,
,,Carrier,Taxi,Aviation,,,,,,Operations
Nov-2017,CAE,935,"1,705","1,437",155,"4,232",321,76,397,"4,629"
Nov-2017,CHA,644,"1,109","2,368",492,"4,613",439,96,535,"5,148"
Nov-2017,CHS,"3,370","1,689","2,601","1,162","8,822",258,548,806,"9,628"
Nov-2017,CLT,"34,249","7,878","2,140",81,"44,348",0,0,0,"44,348"
Nov-2017,CRE,0,170,"1,140",59,"1,369",248,30,278,"1,647"
Nov-2017,CRG,0,205,"5,131","1,181","6,517","5,806",2,"5,808","12,325"
Nov-2017,CSG,24,207,"1,199",41,"1,471","1,015",44,"1,059","2,530"
Nov-2017,CVG,"10,299","2,146",435,6,"12,886",0,0,0,"12,886"
Nov-2017,DAB,496,"11,757","3,549",129,"15,931","12,322",4,"12,326","28,257"
Nov-2017,DHN,167,111,"1,381","1,729","3,388",815,"2,914","3,729","7,117"
Nov-2017,ECP,591,384,"2,056",564,"3,595",877,"1,132","2,009","5,604"
Nov-2017,EVB,0,133,"4,161",174,"4,468","8,566",0,"8,566","13,034"
Nov-2017,EWN,145,486,"1,184",42,"1,857","1,185",23,"1,208","3,065"
Nov-2017,EYW,"1,209",355,"2,026",48,"3,638",48,2,50,"3,688"
Nov-2017,FAY,244,573,958,234,"2,009",384,279,663,"2,672"
Nov-2017,FIN,0,18,"3,065",68,"3,151","7,450",138,"7,588","10,739"
Nov-2017,FLL,"19,968","2,853","3,556",59,"26,436",0,0,0,"26,436"
Nov-2017,FLO,135,248,702,76,"1,161",290,24,314,"1,475"
Nov-2017,FMY,0,323,"4,350",5,"4,678","3,101",2,"3,103","7,781"
Nov-2017,FPR,0,226,"6,427",24,"6,677","7,302",0,"7,302","13,979"
Nov-2017,FTY,0,230,"2,141",0,"2,371","1,472",0,"1,472","3,843"
Nov-2017,FXE,0,"1,455","11,766",19,"13,240","3,288",0,"3,288","16,528"
Nov-2017,GLH,3,104,305,41,453,126,254,380,833
Nov-2017,GMU,3,"1,090","2,154",49,"3,296","1,252",12,"1,264","4,560"
Nov-2017,GNV,191,678,"2,940",426,"4,235",872,274,"1,146","5,381"
Nov-2017,GPT,538,408,689,"1,938","3,573",299,320,619,"4,192"
Nov-2017,GSO,"1,669","2,585","2,008",110,"6,372",597,35,632,"7,004"
Nov-2017,GSP,"1,930","1,122",649,162,"3,863",9,36,45,"3,908"
Nov-2017,GTR,4,422,836,978,"2,240",459,"1,185","1,644","3,884"
Nov-2017,GYH,0,570,818,284,"1,672","1,170",216,"1,386","3,058"
Nov-2017,HKS,0,137,639,143,919,690,292,982,"1,901"
Nov-2017,HKY,2,334,947,74,"1,357",658,12,670,"2,027"
