,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Facility,,,,Military,Total,Civil,Military,Total,,,,,,,,,,,,
,,Carrier,Taxi,Aviation,,,,,,Operations,,,,,,,,,,,
Mar-2001,DPA,0,87,"9,473",6,"9,566","8,571",14,"8,585","18,151",,,,,,,,,,,
Mar-2001,DTW,"27,303","14,959","4,816",105,"47,183",0,0,0,"47,183",,,,,,,,,,,
Mar-2001,ENW,0,199,"5,035",2,"5,236","3,333",0,"3,333","8,569",,,,,,,,,,,
Mar-2001,EVV,0,"2,132","2,748",31,"4,911","2,134",33,"2,167","7,078",,,,,,,,,,,
Mar-2001,FAR,692,865,"3,202",274,"5,033","2,727",420,"3,147","8,180",,,,,,,,,,,
Mar-2001,FCM,0,176,"7,625",4,"7,805","8,170",8,"8,178","15,983",,,,,,,,,,,
Mar-2001,FNT,776,"1,043","2,759",6,"4,584","10,145",30,"10,175","14,759",,,,,,,,,,,
Mar-2001,FSD,"1,139","2,161","2,517",381,"6,198","2,088",328,"2,416","8,614",,,,,,,,,,,
Mar-2001,FWA,"1,120","2,794","2,902",314,"7,130","1,986",277,"2,263","9,393",,,,,,,,,,,
Mar-2001,GFK,309,615,"7,919",28,"8,871","16,916",0,"16,916","25,787",,,,,,,,,,,
Mar-2001,GRB,794,"1,268","1,181",17,"3,260","2,740",10,"2,750","6,010",,,,,,,,,,,
Mar-2001,GRR,"1,661","4,372","3,717",6,"9,756","1,533",2,"1,535","11,291",,,,,,,,,,,
Mar-2001,GYY,89,57,"1,587",4,"1,737","2,537",10,"2,547","4,284",,,,,,,,,,,
Mar-2001,HUF,29,72,"2,848",539,"3,488","3,262",172,"3,434","6,922",,,,,,,,,,,
Mar-2001,IND,"11,086","7,593","3,860",130,"22,669",233,0,233,"22,902",,,,,,,,,,,
Mar-2001,JVL,8,439,"4,161",16,"4,624","3,138",22,"3,160","7,784",,,,,,,,,,,
Mar-2001,JXN,0,28,"3,948",13,"3,989","2,781",16,"2,797","6,786",,,,,,,,,,,
Mar-2001,LAF,7,100,"5,388",0,"5,495","8,550",0,"8,550","14,045",,,,,,,,,,,
Mar-2001,LAN,804,"2,305","3,291",291,"6,691","2,573",90,"2,663","9,354",,,,,,,,,,,
Mar-2001,LSE,150,774,"1,382",105,"2,411","1,129",46,"1,175","3,586",,,,,,,,,,,
Mar-2001,MBS,"1,213","1,237","2,194",24,"4,668","1,820",30,"1,850","6,518",,,,,,,,,,,
Mar-2001,MDH,6,154,"2,737",9,"2,906","8,664",6,"8,670","11,576",,,,,,,,,,,
Mar-2001,MDW,"13,792","5,356","4,858",120,"24,126",55,0,55,"24,181",,,,,,,,,,,
Mar-2001,MFD,0,492,"1,758",316,"2,566",328,264,592,"3,158",,,,,,,,,,,
Mar-2001,MIC,0,0,"4,901",0,"4,901","7,011",0,"7,011","11,912",,,,,,,,,,,
Mar-2001,MIE,0,50,"1,773",11,"1,834",700,40,740,"2,574",,,,,,,,,,,
Mar-2001,MKE,"7,286","8,168","2,651",390,"18,495",288,0,288,"18,783",,,,,,,,,,,
Mar-2001,MKG,67,912,"4,048",229,"5,256","2,910",214,"3,124","8,380",,,,,,,,,,,
Mar-2001,MLI,"1,128","1,287","1,851",44,"4,310","1,286",72,"1,358","5,668",,,,,,,,,,,
Mar-2001,MOT,146,514,650,21,"1,331","1,948",200,"2,148","3,479",,,,,,,,,,,
Mar-2001,MSN,"1,201","2,351","4,288",548,"8,388","2,998",149,"3,147","11,535",,,,,,,,,,,
Mar-2001,MSP,"23,218","10,225","10,052",304,"43,799",0,0,0,"43,799",,,,,,,,,,,
Mar-2001,MWA,0,417,"1,138",11,"1,566","3,162",0,"3,162","4,728",,,,,,,,,,,
Mar-2001,MWC,0,85,"4,474",4,"4,563","2,253",0,"2,253","6,816",,,,,,,,,,,
Mar-2001,ORD,"58,139","19,234","2,057",10,"79,440",0,0,0,"79,440",,,,,,,,,,,
Mar-2001,OSH,0,194,"2,633",85,"2,912","3,777",124,"3,901","6,813",,,,,,,,,,,
Mar-2001,OSU,0,175,"4,935",20,"5,130","4,120",0,"4,120","9,250",,,,,,,,,,,
Mar-2001,PIA,488,"2,393","2,208",678,"5,767",962,394,"1,356","7,123",,,,,,,,,,,
Mar-2001,PTK,50,873,"14,442",3,"15,368","15,779",0,"15,779","31,147",,,,,,,,,,,
Mar-2001,PWK,0,461,"9,652",26,"10,139","4,790",2,"4,792","14,931",,,,,,,,,,,
Mar-2001,RAP,182,938,"1,704",330,"3,154","1,560",236,"1,796","4,950",,,,,,,,,,,
Mar-2001,RFD,"1,090",495,"3,652",122,"5,359","1,650",158,"1,808","7,167",,,,,,,,,,,
Mar-2001,RST,702,527,"2,301",200,"3,730","3,135",335,"3,470","7,200",,,,,,,,,,,
Mar-2001,SBN,635,"2,445","1,992",2,"5,074","1,744",0,"1,744","6,818",,,,,,,,,,,
Mar-2001,SPI,0,"1,006","3,083",258,"4,347","2,204",122,"2,326","6,673",,,,,,,,,,,
Mar-2001,STP,0,813,"9,144",575,"10,532","5,936",732,"6,668","17,200",,,,,,,,,,,
Mar-2001,TOL,"1,373","2,158","2,965",361,"6,857","1,557",275,"1,832","8,689",,,,,,,,,,,
Mar-2001,TVC,115,"1,906","2,261",130,"4,412","3,198",474,"3,672","8,084",,,,,,,,,,,
Mar-2001,TZR,0,14,"1,974",13,"2,001","3,060",10,"3,070","5,071",,,,,,,,,,,
Mar-2001,UES,0,113,"4,443",4,"4,560","4,221",20,"4,241","8,801",,,,,,,,,,,
Mar-2001,UGN,0,166,"2,993",14,"3,173","4,976",6,"4,982","8,155",,,,,,,,,,,
Mar-2001,YIP,371,"1,532","3,978",0,"5,881","4,009",0,"4,009","9,890",,,,,,,,,,,
Mar-2001,YNG,98,453,"1,907",927,"3,385","1,892","1,681","3,573","6,958",,,,,,,,,,,
Apr-2001,ALN,0,55,"3,274",55,"3,384","3,456",190,"3,646","7,030",,,,,,,,,,,
Apr-2001,ANE,0,315,"5,146",26,"5,487","5,703",84,"5,787","11,274",,,,,,,,,,,
Apr-2001,ARB,0,176,"3,139",0,"3,315","5,844",0,"5,844","9,159",,,,,,,,,,,
Apr-2001,ARR,0,22,"3,496",10,"3,528","4,819",4,"4,823","8,351",,,,,,,,,,,
Apr-2001,ATW,605,"1,061","1,701",0,"3,367",994,2,996,"4,363",,,,,,,,,,,
Apr-2001,AZO,382,"1,343","2,710",7,"4,442","2,765",0,"2,765","7,207",,,,,,,,,,,
Apr-2001,BIS,211,815,"1,831",164,"3,021",976,43,"1,019","4,040",,,,,,,,,,,
Apr-2001,BKL,10,833,"3,891",42,"4,776","2,770",52,"2,822","7,598",,,,,,,,,,,
Apr-2001,BMI,394,"1,012","1,531",12,"2,949","1,284",24,"1,308","4,257",,,,,,,,,,,
Apr-2001,BTL,0,100,"4,568",339,"5,007","3,671",68,"3,739","8,746",,,,,,,,,,,
Apr-2001,CAK,445,"1,607","4,663",338,"7,053","2,684",508,"3,192","10,245",,,,,,,,,,,
Apr-2001,CGF,0,863,"3,447",8,"4,318","1,340",2,"1,342","5,660",,,,,,,,,,,
Apr-2001,CGX,0,195,"2,166",4,"2,365",67,0,67,"2,432",,,,,,,,,,,
Apr-2001,CLE,"15,043","8,258","2,259",193,"25,753",0,0,0,"25,753",,,,,,,,,,,
Apr-2001,CMH,"5,831","8,932","5,016",175,"19,954",701,4,705,"20,659",,,,,,,,,,,
Apr-2001,CMI,49,"1,142","4,648",7,"5,846","8,736",0,"8,736","14,582",,,,,,,,,,,
Apr-2001,CPS,0,453,"5,540",14,"6,007","12,118",0,"12,118","18,125",,,,,,,,,,,
Apr-2001,CWA,9,"1,703",650,62,"2,424",508,122,630,"3,054",,,,,,,,,,,
Apr-2001,DAY,"4,151","3,086","2,754",264,"10,255",915,0,915,"11,170",,,,,,,,,,,
Apr-2001,DEC,0,249,"2,002",185,"2,436","1,706",389,"2,095","4,531",,,,,,,,,,,
Apr-2001,DET,0,628,"4,401",51,"5,080","2,458",0,"2,458","7,538",,,,,,,,,,,
Apr-2001,DLH,491,383,"1,782",320,"2,976","1,206",598,"1,804","4,780",,,,,,,,,,,
Apr-2001,DPA,0,64,"9,184",13,"9,261","7,394",0,"7,394","16,655",,,,,,,,,,,
Apr-2001,DTW,"27,169","14,205","4,639",140,"46,153",160,0,160,"46,313",,,,,,,,,,,
Apr-2001,ENW,0,183,"4,286",10,"4,479","2,890",0,"2,890","7,369",,,,,,,,,,,
Apr-2001,EVV,61,"1,849","2,653",24,"4,587","1,966",16,"1,982","6,569",,,,,,,,,,,
Apr-2001,FAR,609,895,"3,018",371,"4,893","3,275",164,"3,439","8,332",,,,,,,,,,,
Apr-2001,FCM,0,277,"8,568",8,"8,853","7,187",0,"7,187","16,040",,,,,,,,,,,
Apr-2001,FNT,729,"1,042","2,607",5,"4,383","7,892",0,"7,892","12,275",,,,,,,,,,,
Apr-2001,FSD,"1,097","1,914","2,668",407,"6,086","1,900",586,"2,486","8,572",,,,,,,,,,,
Apr-2001,FWA,932,"2,426","2,749",284,"6,391","1,630",296,"1,926","8,317",,,,,,,,,,,
Apr-2001,GFK,297,542,"8,529",47,"9,415","14,850",16,"14,866","24,281",,,,,,,,,,,
Apr-2001,GRB,785,"1,040","1,048",8,"2,881","2,192",0,"2,192","5,073",,,,,,,,,,,
Apr-2001,GRR,"1,573","3,653","3,386",15,"8,627","1,065",78,"1,143","9,770",,,,,,,,,,,
Apr-2001,GYY,98,63,"1,467",4,"1,632","2,197",4,"2,201","3,833",,,,,,,,,,,
Apr-2001,HUF,13,97,"2,934",466,"3,510","3,610",460,"4,070","7,580",,,,,,,,,,,
Apr-2001,IND,"10,472","6,713","3,538",657,"21,380",212,0,212,"21,592",,,,,,,,,,,
Apr-2001,JVL,15,345,"3,773",9,"4,142","2,196",14,"2,210","6,352",,,,,,,,,,,
Apr-2001,JXN,0,30,"3,208",6,"3,244","1,426",4,"1,430","4,674",,,,,,,,,,,
Apr-2001,LAF,0,108,"5,288",0,"5,396","7,688",0,"7,688","13,084",,,,,,,,,,,
Apr-2001,LAN,670,"2,018","3,115",133,"5,936","1,638",70,"1,708","7,644",,,,,,,,,,,
Apr-2001,LSE,145,773,"1,553",71,"2,542","1,400",76,"1,476","4,018",,,,,,,,,,,
Apr-2001,MBS,"1,034",981,"2,250",17,"4,282","1,304",8,"1,312","5,594",,,,,,,,,,,
Apr-2001,MDH,2,120,"3,221",16,"3,359","9,134",14,"9,148","12,507",,,,,,,,,,,
Apr-2001,MDW,"13,523","5,185","5,010",103,"23,821",24,2,26,"23,847",,,,,,,,,,,
Apr-2001,MFD,0,439,"1,889",290,"2,618",514,228,742,"3,360",,,,,,,,,,,
Apr-2001,MIC,0,0,"5,129",0,"5,129","7,480",0,"7,480","12,609",,,,,,,,,,,
Apr-2001,MIE,0,17,"1,963",14,"1,994",716,8,724,"2,718",,,,,,,,,,,
Apr-2001,MKE,"6,887","7,679","2,440",382,"17,388",401,0,401,"17,789",,,,,,,,,,,
Apr-2001,MKG,27,833,"3,957",176,"4,993","2,150",220,"2,370","7,363",,,,,,,,,,,
Apr-2001,MLI,"1,023","1,167","1,963",56,"4,209","1,146",12,"1,158","5,367",,,,,,,,,,,
Apr-2001,MOT,143,498,564,14,"1,219",848,160,"1,008","2,227",,,,,,,,,,,
Apr-2001,MSN,"1,366","1,924","4,148",471,"7,909","2,462",152,"2,614","10,523",,,,,,,,,,,
Apr-2001,MSP,"22,412","10,004","9,954",379,"42,749",0,0,0,"42,749",,,,,,,,,,,
Apr-2001,MWA,0,428,"1,290",15,"1,733","3,038",0,"3,038","4,771",,,,,,,,,,,
Apr-2001,MWC,0,48,"4,119",4,"4,171","1,702",0,"1,702","5,873",,,,,,,,,,,
Apr-2001,ORD,"57,227","18,270","2,022",5,"77,524",0,0,0,"77,524",,,,,,,,,,,
Apr-2001,OSH,0,184,"2,457",40,"2,681","2,529",74,"2,603","5,284",,,,,,,,,,,
Apr-2001,OSU,0,229,"4,993",18,"5,240","4,710",0,"4,710","9,950",,,,,,,,,,,
Apr-2001,PIA,472,"2,273","2,252",646,"5,643",704,420,"1,124","6,767",,,,,,,,,,,
Apr-2001,PTK,34,880,"13,358",4,"14,276","14,959",0,"14,959","29,235",,,,,,,,,,,
Apr-2001,PWK,0,493,"9,775",4,"10,272","4,568",0,"4,568","14,840",,,,,,,,,,,
Apr-2001,RAP,315,803,"1,491",162,"2,771","1,033",126,"1,159","3,930",,,,,,,,,,,
Apr-2001,RFD,"1,056",367,"3,445",161,"5,029","1,511",166,"1,677","6,706",,,,,,,,,,,
Apr-2001,RST,705,448,"2,182",239,"3,574","2,606",235,"2,841","6,415",,,,,,,,,,,
Apr-2001,SBN,579,"2,079","2,086",7,"4,751","1,756",4,"1,760","6,511",,,,,,,,,,,
Apr-2001,SPI,0,955,"3,186",246,"4,387","1,270",154,"1,424","5,811",,,,,,,,,,,
Apr-2001,STP,0,192,"3,466",127,"3,785","2,896",62,"2,958","6,743",,,,,,,,,,,
Apr-2001,TOL,"1,198","1,605","2,685",251,"5,739","1,188",206,"1,394","7,133",,,,,,,,,,,
Apr-2001,TVC,161,"1,905","2,582",160,"4,808","3,916",278,"4,194","9,002",,,,,,,,,,,
Apr-2001,TZR,0,12,"1,994",14,"2,020","2,851",16,"2,867","4,887",,,,,,,,,,,
Apr-2001,UES,0,131,"3,931",2,"4,064","3,470",0,"3,470","7,534",,,,,,,,,,,
Apr-2001,UGN,0,187,"2,927",35,"3,149","4,283",0,"4,283","7,432",,,,,,,,,,,
Apr-2001,YIP,487,"1,258","3,484",4,"5,233","3,030",0,"3,030","8,263",,,,,,,,,,,
Apr-2001,YNG,100,573,"2,223","1,096","3,992","2,056","1,730","3,786","7,778",,,,,,,,,,,
May-2001,ALN,0,58,"3,194",97,"3,349","3,206",332,"3,538","6,887",,,,,,,,,,,
May-2001,ANE,0,396,"7,451",55,"7,902","8,174",56,"8,230","16,132",,,,,,,,,,,
May-2001,ARB,0,221,"3,822",0,"4,043","7,800",0,"7,800","11,843",,,,,,,,,,,
May-2001,ARR,0,31,"4,190",31,"4,252","5,309",27,"5,336","9,588",,,,,,,,,,,
May-2001,ATW,625,"1,015","2,104",0,"3,744","1,334",0,"1,334","5,078",,,,,,,,,,,
May-2001,AZO,391,"1,439","3,147",40,"5,017","3,761",1,"3,762","8,779",,,,,,,,,,,
May-2001,BIS,230,952,"2,041",200,"3,423","1,430",98,"1,528","4,951",,,,,,,,,,,
May-2001,BKL,9,814,"4,268",57,"5,148","3,096",28,"3,124","8,272",,,,,,,,,,,
May-2001,BMG,0,38,"2,203",14,"2,255","1,465",0,"1,465","3,720",,,,,,,,,,,
May-2001,BMI,306,"1,204","1,650",42,"3,202","1,184",58,"1,242","4,444",,,,,,,,,,,
May-2001,BTL,0,78,"6,188",411,"6,677","4,278",246,"4,524","11,201",,,,,,,,,,,
May-2001,CAK,787,"3,196","9,621","1,029","14,633","2,066",248,"2,314","16,947",,,,,,,,,,,
May-2001,CGF,0,955,"3,901",4,"4,860","1,674",2,"1,676","6,536",,,,,,,,,,,
May-2001,CGX,0,206,"3,042",13,"3,261",24,0,24,"3,285",,,,,,,,,,,
May-2001,CLE,"15,483","8,587","2,324",224,"26,618",0,0,0,"26,618",,,,,,,,,,,
May-2001,CMH,"6,010","9,543","4,517",136,"20,206",677,4,681,"20,887",,,,,,,,,,,
May-2001,CMI,53,"1,146","2,842",8,"4,049","3,906",8,"3,914","7,963",,,,,,,,,,,
May-2001,CPS,0,565,"4,870",56,"5,491","8,564",6,"8,570","14,061",,,,,,,,,,,
May-2001,CWA,0,"1,800",811,26,"2,637",816,66,882,"3,519",,,,,,,,,,,
May-2001,DAY,"3,735","3,300","3,077",157,"10,269","1,173",0,"1,173","11,442",,,,,,,,,,,
May-2001,DEC,0,255,"2,358",336,"2,949","2,080",441,"2,521","5,470",,,,,,,,,,,
May-2001,DET,0,519,"4,245",58,"4,822","2,778",2,"2,780","7,602",,,,,,,,,,,
May-2001,DLH,499,448,"2,218",457,"3,622","1,654",706,"2,360","5,982",,,,,,,,,,,
May-2001,DPA,0,98,"9,209",2,"9,309","7,997",4,"8,001","17,310",,,,,,,,,,,
May-2001,DTW,"27,699","14,593","4,869",137,"47,298",97,0,97,"47,395",,,,,,,,,,,
May-2001,ENW,0,111,"5,786",10,"5,907","3,558",0,"3,558","9,465",,,,,,,,,,,
May-2001,EVV,0,"1,921","2,631",45,"4,597","2,265",14,"2,279","6,876",,,,,,,,,,,
May-2001,FAR,642,944,"3,134",300,"5,020","3,327",85,"3,412","8,432",,,,,,,,,,,
May-2001,FCM,0,318,"10,084",1,"10,403","8,470",10,"8,480","18,883",,,,,,,,,,,
May-2001,FNT,771,"1,061","3,038",28,"4,898","8,447",32,"8,479","13,377",,,,,,,,,,,
May-2001,FSD,"1,110","2,085","3,011",412,"6,618","1,916",346,"2,262","8,880",,,,,,,,,,,
May-2001,FWA,952,"2,540","3,070",317,"6,879","2,098",326,"2,424","9,303",,,,,,,,,,,
May-2001,GFK,305,580,"8,854",24,"9,763","20,382",2,"20,384","30,147",,,,,,,,,,,
May-2001,GRB,828,"1,021","1,206",30,"3,085","2,063",44,"2,107","5,192",,,,,,,,,,,
May-2001,GRR,"1,612","4,235","3,710",25,"9,582","1,188",22,"1,210","10,792",,,,,,,,,,,
May-2001,GYY,75,53,"1,720",20,"1,868","2,381",103,"2,484","4,352",,,,,,,,,,,
May-2001,HUF,20,210,"2,105",566,"2,901","2,181",416,"2,597","5,498",,,,,,,,,,,
May-2001,IND,"11,334","7,358","4,470",141,"23,303",272,0,272,"23,575",,,,,,,,,,,
May-2001,JVL,27,358,"4,197",8,"4,590","2,734",16,"2,750","7,340",,,,,,,,,,,
May-2001,JXN,0,23,"3,069",12,"3,104","1,892",30,"1,922","5,026",,,,,,,,,,,
May-2001,LAF,0,120,"3,073",1,"3,194","3,536",0,"3,536","6,730",,,,,,,,,,,
May-2001,LAN,897,"1,865","3,227",99,"6,088","2,051",58,"2,109","8,197",,,,,,,,,,,
May-2001,LSE,151,794,"1,589",65,"2,599","1,291",100,"1,391","3,990",,,,,,,,,,,
May-2001,MBS,"1,106","1,115","2,231",47,"4,499","1,335",28,"1,363","5,862",,,,,,,,,,,
May-2001,MDH,0,135,"2,096",18,"2,249","4,870",4,"4,874","7,123",,,,,,,,,,,
May-2001,MDW,"13,448","5,314","5,455",145,"24,362",27,2,29,"24,391",,,,,,,,,,,
May-2001,MFD,0,443,"2,358",400,"3,201",566,252,818,"4,019",,,,,,,,,,,
May-2001,MIC,0,0,"8,150",0,"8,150","11,729",2,"11,731","19,881",,,,,,,,,,,
May-2001,MIE,0,18,"1,976",6,"2,000",780,2,782,"2,782",,,,,,,,,,,
May-2001,MKE,"6,933","8,108","3,240",616,"18,897",489,0,489,"19,386",,,,,,,,,,,
May-2001,MKG,0,995,"4,388",157,"5,540","2,964",272,"3,236","8,776",,,,,,,,,,,
May-2001,MLI,"1,068","1,200","2,148",56,"4,472","1,122",22,"1,144","5,616",,,,,,,,,,,
May-2001,MOT,146,514,810,38,"1,508","1,886",294,"2,180","3,688",,,,,,,,,,,
May-2001,MSN,"1,356","2,035","5,010",503,"8,904","3,038",153,"3,191","12,095",,,,,,,,,,,
May-2001,MSP,"23,211","10,654","10,662",512,"45,039",0,0,0,"45,039",,,,,,,,,,,
May-2001,MWA,0,433,"1,177",15,"1,625","2,490",10,"2,500","4,125",,,,,,,,,,,
May-2001,MWC,0,86,"4,928",7,"5,021","2,148",4,"2,152","7,173",,,,,,,,,,,
May-2001,ORD,"59,794","19,831","2,383",11,"82,019",0,0,0,"82,019",,,,,,,,,,,
May-2001,OSH,0,217,"3,863",46,"4,126","5,672",50,"5,722","9,848",,,,,,,,,,,
May-2001,OSU,0,332,"4,690",21,"5,043","3,306",0,"3,306","8,349",,,,,,,,,,,
May-2001,PIA,465,"2,466","2,063",555,"5,549",930,442,"1,372","6,921",,,,,,,,,,,
May-2001,PTK,35,"1,031","10,893",7,"11,966","12,794",0,"12,794","24,760",,,,,,,,,,,
May-2001,PWK,0,574,"11,117",8,"11,699","5,460",0,"5,460","17,159",,,,,,,,,,,
May-2001,RAP,375,929,"1,929",238,"3,471","1,028",320,"1,348","4,819",,,,,,,,,,,
May-2001,RFD,"1,137",490,"3,772",154,"5,553","1,802",240,"2,042","7,595",,,,,,,,,,,
May-2001,RST,742,616,"2,303",192,"3,853","2,513",230,"2,743","6,596",,,,,,,,,,,
May-2001,SBN,592,"2,112","2,260",18,"4,982","1,666",6,"1,672","6,654",,,,,,,,,,,
May-2001,SPI,6,"1,032","3,202",312,"4,552","1,902",180,"2,082","6,634",,,,,,,,,,,
May-2001,STP,0,155,"4,819",54,"5,028","5,978",18,"5,996","11,024",,,,,,,,,,,
May-2001,TOL,"1,313","1,874","3,131",424,"6,742","1,710",560,"2,270","9,012",,,,,,,,,,,
May-2001,TVC,250,"1,962","2,980",161,"5,353","3,548",580,"4,128","9,481",,,,,,,,,,,
May-2001,TZR,0,4,"1,879",13,"1,896","3,270",0,"3,270","5,166",,,,,,,,,,,
May-2001,UES,0,203,"4,592",14,"4,809","3,968",10,"3,978","8,787",,,,,,,,,,,
May-2001,UGN,0,192,"3,470",35,"3,697","5,334",26,"5,360","9,057",,,,,,,,,,,
May-2001,YIP,405,"1,576","4,123",1,"6,105","4,554",0,"4,554","10,659",,,,,,,,,,,
May-2001,YNG,95,587,"2,671","1,058","4,411","2,978","1,970","4,948","9,359",,,,,,,,,,,
Jun-2001,ALN,0,85,"3,495",105,"3,685","3,533",286,"3,819","7,504",,,,,,,,,,,
Jun-2001,ANE,0,381,"7,101",34,"7,516","8,005",24,"8,029","15,545",,,,,,,,,,,
Jun-2001,ARB,0,259,"3,920",10,"4,189","7,492",0,"7,492","11,681",,,,,,,,,,,
Jun-2001,ARR,0,46,"4,952",17,"5,015","7,074",10,"7,084","12,099",,,,,,,,,,,
Jun-2001,ATW,590,"1,071","1,966",2,"3,629","1,314",14,"1,328","4,957",,,,,,,,,,,
Jun-2001,AZO,373,"1,483","3,745",21,"5,622","4,071",0,"4,071","9,693",,,,,,,,,,,
Jun-2001,BIS,208,936,"1,822",197,"3,163","1,136",120,"1,256","4,419",,,,,,,,,,,
Jun-2001,BKL,5,772,"4,891",48,"5,716","2,155",36,"2,191","7,907",,,,,,,,,,,
Jun-2001,BMG,2,48,"2,192",61,"2,303","1,168",64,"1,232","3,535",,,,,,,,,,,
Jun-2001,BMI,277,"1,047","2,079",15,"3,418","2,178",8,"2,186","5,604",,,,,,,,,,,
Jun-2001,BTL,0,131,"6,172",334,"6,637","4,406",48,"4,454","11,091",,,,,,,,,,,
Jun-2001,CAK,424,"1,566","7,743","1,066","10,799","2,866",378,"3,244","14,043",,,,,,,,,,,
Jun-2001,CGF,0,999,"4,260",4,"5,263","2,118",0,"2,118","7,381",,,,,,,,,,,
Jun-2001,CGX,0,207,"3,531",20,"3,758",86,0,86,"3,844",,,,,,,,,,,
Jun-2001,CLE,"14,757","8,229","2,175",195,"25,356",0,0,0,"25,356",,,,,,,,,,,
Jun-2001,CMH,"5,927","9,969","5,177",118,"21,191",883,2,885,"22,076",,,,,,,,,,,
Jun-2001,CMI,69,"1,023","3,203",17,"4,312","5,323",24,"5,347","9,659",,,,,,,,,,,
Jun-2001,CPS,0,552,"4,712",99,"5,363","8,745",34,"8,779","14,142",,,,,,,,,,,
Jun-2001,CWA,4,"1,724",859,44,"2,631",862,108,970,"3,601",,,,,,,,,,,
Jun-2001,DAY,"3,651","3,451","3,064",200,"10,366",673,20,693,"11,059",,,,,,,,,,,
Jun-2001,DEC,0,278,"2,498",168,"2,944","1,655",253,"1,908","4,852",,,,,,,,,,,
Jun-2001,DET,0,576,"4,880",97,"5,553","3,278",0,"3,278","8,831",,,,,,,,,,,
Jun-2001,DLH,523,416,"2,640",352,"3,931","2,124",654,"2,778","6,709",,,,,,,,,,,
Jun-2001,DPA,0,107,"10,626",2,"10,735","8,870",0,"8,870","19,605",,,,,,,,,,,
Jun-2001,DTW,"25,968","16,087","5,155",149,"47,359",0,0,0,"47,359",,,,,,,,,,,
Jun-2001,ENW,0,301,"6,780",4,"7,085","4,277",0,"4,277","11,362",,,,,,,,,,,
Jun-2001,EVV,8,"2,100","3,350",53,"5,511","2,376",51,"2,427","7,938",,,,,,,,,,,
Jun-2001,FAR,601,853,"3,027",546,"5,027","2,526",252,"2,778","7,805",,,,,,,,,,,
Jun-2001,FCM,0,308,"10,250",14,"10,572","9,549",6,"9,555","20,127",,,,,,,,,,,
Jun-2001,FNT,737,"1,078","3,248",25,"5,088","8,363",8,"8,371","13,459",,,,,,,,,,,
Jun-2001,FSD,"1,061","2,023","2,836",352,"6,272","2,452",376,"2,828","9,100",,,,,,,,,,,
Jun-2001,FWA,"1,309","2,425","3,123",236,"7,093","1,891",269,"2,160","9,253",,,,,,,,,,,
Jun-2001,GFK,303,499,"8,634",108,"9,544","14,022",6,"14,028","23,572",,,,,,,,,,,
Jun-2001,GRB,791,"1,052","1,190",35,"3,068","3,228",0,"3,228","6,296",,,,,,,,,,,
Jun-2001,GRR,"1,627","4,267","4,390",18,"10,302","1,906",6,"1,912","12,214",,,,,,,,,,,
Jun-2001,GYY,84,42,"1,727",38,"1,891","2,282",35,"2,317","4,208",,,,,,,,,,,
Jun-2001,HUF,125,126,"1,883",562,"2,696","2,009",402,"2,411","5,107",,,,,,,,,,,
Jun-2001,IND,"10,976","7,173","3,831",124,"22,104",264,0,264,"22,368",,,,,,,,,,,
Jun-2001,JVL,88,328,"4,311",6,"4,733","2,658",2,"2,660","7,393",,,,,,,,,,,
Jun-2001,JXN,0,36,"3,966",46,"4,048","2,358",38,"2,396","6,444",,,,,,,,,,,
Jun-2001,LAF,0,117,"3,699",2,"3,818","5,102",0,"5,102","8,920",,,,,,,,,,,
Jun-2001,LAN,859,"1,776","3,352",177,"6,164","3,184",94,"3,278","9,442",,,,,,,,,,,
Jun-2001,LSE,155,631,"1,665",75,"2,526","1,426",158,"1,584","4,110",,,,,,,,,,,
Jun-2001,MBS,"1,075","1,083","2,364",32,"4,554","1,415",22,"1,437","5,991",,,,,,,,,,,
Jun-2001,MDH,0,113,"1,710",4,"1,827","3,062",8,"3,070","4,897",,,,,,,,,,,
Jun-2001,MDW,"13,071","5,221","5,738",66,"24,096",22,0,22,"24,118",,,,,,,,,,,
Jun-2001,MFD,2,473,"2,469",265,"3,209",590,258,848,"4,057",,,,,,,,,,,
Jun-2001,MIC,0,0,"8,733",0,"8,733","11,535",0,"11,535","20,268",,,,,,,,,,,
Jun-2001,MIE,0,6,"2,435",10,"2,451",836,8,844,"3,295",,,,,,,,,,,
Jun-2001,MKE,"6,564","7,936","3,065",391,"17,956",309,0,309,"18,265",,,,,,,,,,,
Jun-2001,MKG,0,946,"4,962",214,"6,122","3,172",298,"3,470","9,592",,,,,,,,,,,
Jun-2001,MLI,"1,045","1,118","2,339",108,"4,610","1,708",88,"1,796","6,406",,,,,,,,,,,
Jun-2001,MOT,143,488,891,57,"1,579","2,265",262,"2,527","4,106",,,,,,,,,,,
Jun-2001,MSN,"1,307","1,801","4,962",436,"8,506","3,169",162,"3,331","11,837",,,,,,,,,,,
Jun-2001,MSP,"22,517","10,374","11,239",333,"44,463",0,0,0,"44,463",,,,,,,,,,,
Jun-2001,MWA,2,411,"1,340",4,"1,757","2,946",2,"2,948","4,705",,,,,,,,,,,
