,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Facility,,,,Military,Total,Civil,Military,Total,,,,,,,,,,,,
,,Carrier,Taxi,Aviation,,,,,,Operations,,,,,,,,,,,
Jun-1990,DAY,"8,249","4,285","3,313",41,"15,888",56,0,56,"15,944",,,,,,,,,,,
Jun-1990,DEC,10,865,"2,347",358,"3,580","2,440",380,"2,820","6,400",,,,,,,,,,,
Jun-1990,DET,"1,247","1,650","5,875",16,"8,788","3,069",0,"3,069","11,857",,,,,,,,,,,
Jun-1990,DLH,348,456,"1,850",409,"3,063","1,238",786,"2,024","5,087",,,,,,,,,,,
Jun-1990,DPA,0,187,"10,006",29,"10,222","11,174",8,"11,182","21,404",,,,,,,,,,,
Jun-1990,DTW,"22,861","5,181","4,986",26,"33,054",0,0,0,"33,054",,,,,,,,,,,
Jun-1990,EVV,364,"2,218","3,135",207,"5,924","1,994",504,"2,498","8,422",,,,,,,,,,,
Jun-1990,FAR,545,810,"3,131",510,"4,996","2,488","1,062","3,550","8,546",,,,,,,,,,,
Jun-1990,FCM,0,9,"8,128",10,"8,147","12,604",70,"12,674","20,821",,,,,,,,,,,
Jun-1990,FNT,221,"1,472","3,538",92,"5,323","4,874",221,"5,095","10,418",,,,,,,,,,,
Jun-1990,FSD,"1,030",518,"3,732",368,"5,648","2,150",264,"2,414","8,062",,,,,,,,,,,
Jun-1990,FWA,"2,274","1,512","3,647",559,"7,992","1,872",257,"2,129","10,121",,,,,,,,,,,
Jun-1990,GFK,329,360,"8,160",69,"8,918","14,688",0,"14,688","23,606",,,,,,,,,,,
Jun-1990,GRB,"1,018","1,627","2,573",146,"5,364","2,254",322,"2,576","7,940",,,,,,,,,,,
Jun-1990,GRR,"2,210","2,102","5,531",127,"9,970","4,708",70,"4,778","14,748",,,,,,,,,,,
Jun-1990,HUF,7,224,"1,599",426,"2,256","1,320",436,"1,756","4,012",,,,,,,,,,,
Jun-1990,IND,"9,223","4,651","4,681",217,"18,772",73,10,83,"18,855",,,,,,,,,,,
Jun-1990,JVL,0,156,"4,188",83,"4,427","2,460",104,"2,564","6,991",,,,,,,,,,,
Jun-1990,JXN,0,20,"3,243",55,"3,318","3,163",88,"3,251","6,569",,,,,,,,,,,
Jun-1990,LAF,8,342,"2,796",34,"3,180","3,957",90,"4,047","7,227",,,,,,,,,,,
Jun-1990,LAN,655,"2,088","4,507",176,"7,426","4,858",187,"5,045","12,471",,,,,,,,,,,
Jun-1990,LSE,202,833,"3,091",161,"4,287","2,644",282,"2,926","7,213",,,,,,,,,,,
Jun-1990,LUK,0,317,"7,201",148,"7,666","8,884",10,"8,894","16,560",,,,,,,,,,,
Jun-1990,MBS,594,618,"1,929",88,"3,229",816,96,912,"4,141",,,,,,,,,,,
Jun-1990,MDH,0,1,"2,385",4,"2,390","4,442",0,"4,442","6,832",,,,,,,,,,,
Jun-1990,MDW,"11,244","8,428","7,233",325,"27,230",16,2,18,"27,248",,,,,,,,,,,
Jun-1990,MFD,0,17,"1,968",300,"2,285","2,053",562,"2,615","4,900",,,,,,,,,,,
Jun-1990,MIC,0,748,"7,012",86,"7,846","10,323",60,"10,383","18,229",,,,,,,,,,,
Jun-1990,MIE,0,2,"3,774",72,"3,848","1,574",370,"1,944","5,792",,,,,,,,,,,
Jun-1990,MKE,"6,932","4,530","4,362",572,"16,396","1,832",54,"1,886","18,282",,,,,,,,,,,
Jun-1990,MKG,0,951,"2,947",460,"4,358","1,723",448,"2,171","6,529",,,,,,,,,,,
Jun-1990,MLI,754,"1,859","2,778",228,"5,619","1,716",62,"1,778","7,397",,,,,,,,,,,
Jun-1990,MOT,289,320,"1,101",29,"1,739","2,102",188,"2,290","4,029",,,,,,,,,,,
Jun-1990,MSN,"1,502","1,026","5,137",858,"8,523","3,946",464,"4,410","12,933",,,,,,,,,,,
Jun-1990,MSP,"19,366","7,716","5,955",248,"33,285",396,0,396,"33,681",,,,,,,,,,,
Jun-1990,MWA,0,255,"1,758",28,"2,041","2,957",124,"3,081","5,122",,,,,,,,,,,
Jun-1990,MWC,0,0,"4,793",16,"4,809","5,877",18,"5,895","10,704",,,,,,,,,,,
Jun-1990,ORD,"53,192","12,385","2,366",340,"68,283",0,0,0,"68,283",,,,,,,,,,,
Jun-1990,OSH,75,398,"2,480",50,"3,003","3,180",88,"3,268","6,271",,,,,,,,,,,
Jun-1990,OSU,0,27,"5,530",695,"6,252","5,438",408,"5,846","12,098",,,,,,,,,,,
Jun-1990,PIA,600,"2,266","3,219",648,"6,733","2,090",268,"2,358","9,091",,,,,,,,,,,
Jun-1990,PTK,11,450,"14,755",54,"15,270","22,225",40,"22,265","37,535",,,,,,,,,,,
Jun-1990,PWK,0,121,"14,872",13,"15,006","5,834",0,"5,834","20,840",,,,,,,,,,,
Jun-1990,RAP,461,973,"2,072",564,"4,070","1,947",336,"2,283","6,353",,,,,,,,,,,
Jun-1990,RFD,31,"1,468","4,884",209,"6,592","4,222",540,"4,762","11,354",,,,,,,,,,,
Jun-1990,RST,481,240,"2,537",114,"3,372","2,003",357,"2,360","5,732",,,,,,,,,,,
Jun-1990,SBN,575,"2,804","2,824",6,"6,209","2,037",0,"2,037","8,246",,,,,,,,,,,
Jun-1990,SPI,2,"2,043","4,969",567,"7,581","2,550",730,"3,280","10,861",,,,,,,,,,,
Jun-1990,STP,0,"1,133","8,213",881,"10,227","5,109",544,"5,653","15,880",,,,,,,,,,,
Jun-1990,TOL,516,"2,003","3,194",406,"6,119","2,329",376,"2,705","8,824",,,,,,,,,,,
Jun-1990,TVC,68,"1,554","3,605",213,"5,440","4,302",434,"4,736","10,176",,,,,,,,,,,
Jun-1990,UGN,0,55,"3,825",117,"3,997","5,894",34,"5,928","9,925",,,,,,,,,,,
Jun-1990,YIP,"1,305","2,390","4,272",67,"8,034","8,909",248,"9,157","17,191",,,,,,,,,,,
Jun-1990,YNG,192,491,"3,564",414,"4,661","3,236",714,"3,950","8,611",,,,,,,,,,,
Jul-1990,ALN,0,7,"2,927",96,"3,030","3,718",316,"4,034","7,064",,,,,,,,,,,
Jul-1990,ARB,0,21,"5,345",28,"5,394","7,714",16,"7,730","13,124",,,,,,,,,,,
Jul-1990,ARR,0,8,"5,151",34,"5,193","9,426",2,"9,428","14,621",,,,,,,,,,,
Jul-1990,ATW,834,962,"4,915",0,"6,711","1,613",2,"1,615","8,326",,,,,,,,,,,
Jul-1990,AZO,595,"1,880","4,696",148,"7,319","2,666",104,"2,770","10,089",,,,,,,,,,,
Jul-1990,BIS,730,595,"2,873",197,"4,395",902,268,"1,170","5,565",,,,,,,,,,,
Jul-1990,BKL,0,"1,478","3,382",32,"4,892","2,129",16,"2,145","7,037",,,,,,,,,,,
Jul-1990,BMG,3,59,"1,772",53,"1,887","1,579",38,"1,617","3,504",,,,,,,,,,,
Jul-1990,BMI,0,"1,188","3,836",44,"5,068","3,136",34,"3,170","8,238",,,,,,,,,,,
Jul-1990,BTL,3,5,"1,810",352,"2,170","1,666",410,"2,076","4,246",,,,,,,,,,,
Jul-1990,CAK,885,"1,286","6,308",554,"9,033","4,487","1,035","5,522","14,555",,,,,,,,,,,
Jul-1990,CGF,0,529,"5,545",6,"6,080","3,446",0,"3,446","9,526",,,,,,,,,,,
Jul-1990,CGX,0,507,"4,152",85,"4,744","1,973",169,"2,142","6,886",,,,,,,,,,,
Jul-1990,CLE,"13,360","6,137","4,107",314,"23,918",6,0,6,"23,924",,,,,,,,,,,
Jul-1990,CMH,"5,164","4,889","6,475",184,"16,712","3,828",116,"3,944","20,656",,,,,,,,,,,
Jul-1990,CMI,183,"1,918","4,242",68,"6,411","7,514",10,"7,524","13,935",,,,,,,,,,,
Jul-1990,CPS,0,88,"4,894",62,"5,044","5,918",54,"5,972","11,016",,,,,,,,,,,
Jul-1990,DAY,"8,170","4,300","4,171",318,"16,959",28,0,28,"16,987",,,,,,,,,,,
Jul-1990,DEC,48,896,"2,529",251,"3,724","2,817",335,"3,152","6,876",,,,,,,,,,,
Jul-1990,DET,"1,279","1,359","6,036",33,"8,707","3,688",0,"3,688","12,395",,,,,,,,,,,
Jul-1990,DLH,330,421,"2,131",254,"3,136","2,090",622,"2,712","5,848",,,,,,,,,,,
Jul-1990,DPA,0,180,"10,507",15,"10,702","11,842",0,"11,842","22,544",,,,,,,,,,,
Jul-1990,DTW,"23,225","5,137","4,705",15,"33,082",0,0,0,"33,082",,,,,,,,,,,
Jul-1990,EVV,374,"2,304","3,113",187,"5,978","1,976",315,"2,291","8,269",,,,,,,,,,,
Jul-1990,FAR,536,828,"4,204",473,"6,041","2,572",966,"3,538","9,579",,,,,,,,,,,
Jul-1990,FCM,0,4,"9,144",7,"9,155","14,436",44,"14,480","23,635",,,,,,,,,,,
Jul-1990,FNT,214,"1,470","3,867",31,"5,582","6,090",52,"6,142","11,724",,,,,,,,,,,
Jul-1990,FSD,"1,048",524,"3,634",419,"5,625","1,813",323,"2,136","7,761",,,,,,,,,,,
Jul-1990,FWA,"2,292","1,585","3,983",376,"8,236","1,894",194,"2,088","10,324",,,,,,,,,,,
Jul-1990,GFK,323,357,"10,060",48,"10,788","16,917",0,"16,917","27,705",,,,,,,,,,,
Jul-1990,GRB,987,"1,630","3,205",119,"5,941","2,740",324,"3,064","9,005",,,,,,,,,,,
Jul-1990,GRR,"2,222","2,204","6,949",103,"11,478","6,632",52,"6,684","18,162",,,,,,,,,,,
Jul-1990,HUF,6,222,"1,946",399,"2,573","1,856",204,"2,060","4,633",,,,,,,,,,,
Jul-1990,IND,"9,388","4,737","4,579",171,"18,875",105,29,134,"19,009",,,,,,,,,,,
Jul-1990,JVL,2,133,"5,296",106,"5,537","3,930",229,"4,159","9,696",,,,,,,,,,,
Jul-1990,JXN,0,70,"3,543",162,"3,775","3,908",62,"3,970","7,745",,,,,,,,,,,
Jul-1990,LAF,41,335,"2,798",30,"3,204","5,018",84,"5,102","8,306",,,,,,,,,,,
Jul-1990,LAN,720,"1,926","5,629",97,"8,372","6,542",172,"6,714","15,086",,,,,,,,,,,
Jul-1990,LSE,215,805,"3,725",172,"4,917","3,446",178,"3,624","8,541",,,,,,,,,,,
Jul-1990,LUK,0,346,"6,590",124,"7,060","6,972",16,"6,988","14,048",,,,,,,,,,,
Jul-1990,MBS,595,591,"2,480",86,"3,752",976,108,"1,084","4,836",,,,,,,,,,,
Jul-1990,MDH,0,0,"2,488",20,"2,508","5,110",30,"5,140","7,648",,,,,,,,,,,
Jul-1990,MDW,"11,518","8,452","7,582",183,"27,735",28,0,28,"27,763",,,,,,,,,,,
Jul-1990,MFD,0,10,"2,419",341,"2,770","2,159",758,"2,917","5,687",,,,,,,,,,,
Jul-1990,MIC,0,988,"7,561",26,"8,575","11,031",0,"11,031","19,606",,,,,,,,,,,
Jul-1990,MIE,0,91,"3,595",99,"3,785","1,692",236,"1,928","5,713",,,,,,,,,,,
Jul-1990,MKE,"6,878","4,773","4,662",528,"16,841","2,140",50,"2,190","19,031",,,,,,,,,,,
Jul-1990,MKG,0,945,"3,848",389,"5,182","2,167",451,"2,618","7,800",,,,,,,,,,,
Jul-1990,MLI,801,"1,835","3,033",212,"5,881","2,332",78,"2,410","8,291",,,,,,,,,,,
Jul-1990,MOT,305,329,"1,528",13,"2,175","2,346",470,"2,816","4,991",,,,,,,,,,,
Jul-1990,MSN,"1,474","1,087","6,229",599,"9,389","5,462",202,"5,664","15,053",,,,,,,,,,,
Jul-1990,MSP,"19,974","7,904","5,791",213,"33,882",379,0,379,"34,261",,,,,,,,,,,
Jul-1990,MWA,0,280,"1,663",39,"1,982","2,874",216,"3,090","5,072",,,,,,,,,,,
Jul-1990,MWC,0,5,"6,032",49,"6,086","7,234",14,"7,248","13,334",,,,,,,,,,,
Jul-1990,ORD,"54,410","13,403","2,239",220,"70,272",0,0,0,"70,272",,,,,,,,,,,
Jul-1990,OSH,109,393,"53,596",103,"54,201","3,848",122,"3,970","58,171",,,,,,,,,,,
Jul-1990,OSU,0,29,"5,920",663,"6,612","6,088",340,"6,428","13,040",,,,,,,,,,,
Jul-1990,PIA,657,"2,308","3,517",594,"7,076","1,950",310,"2,260","9,336",,,,,,,,,,,
Jul-1990,PTK,0,452,"15,784",44,"16,280","23,144",66,"23,210","39,490",,,,,,,,,,,
Jul-1990,PWK,0,144,"14,976",3,"15,123","5,935",10,"5,945","21,068",,,,,,,,,,,
Jul-1990,RAP,482,"1,002","2,423",300,"4,207","2,293",425,"2,718","6,925",,,,,,,,,,,
Jul-1990,RFD,21,"1,430","5,003",191,"6,645","4,546",420,"4,966","11,611",,,,,,,,,,,
Jul-1990,RST,508,254,"2,736",223,"3,721","2,654",357,"3,011","6,732",,,,,,,,,,,
Jul-1990,SBN,476,"2,784","3,331",21,"6,612","2,990",14,"3,004","9,616",,,,,,,,,,,
Jul-1990,SPI,0,"2,002","4,746",565,"7,313","2,720",786,"3,506","10,819",,,,,,,,,,,
Jul-1990,STP,0,716,"9,973",595,"11,284","6,582",358,"6,940","18,224",,,,,,,,,,,
Jul-1990,TOL,608,"2,028","3,549",357,"6,542","2,141",296,"2,437","8,979",,,,,,,,,,,
Jul-1990,TVC,85,"1,562","5,570",246,"7,463","5,492",328,"5,820","13,283",,,,,,,,,,,
Jul-1990,UGN,0,46,"4,753",80,"4,879","6,222",44,"6,266","11,145",,,,,,,,,,,
Jul-1990,YIP,"1,004","1,845","4,854",11,"7,714","9,774",4,"9,778","17,492",,,,,,,,,,,
Jul-1990,YNG,174,500,"4,581",305,"5,560","4,118",563,"4,681","10,241",,,,,,,,,,,
Aug-1990,ALN,0,36,"3,100",122,"3,258","4,076",186,"4,262","7,520",,,,,,,,,,,
Aug-1990,ARB,0,17,"4,395",41,"4,453","6,532",40,"6,572","11,025",,,,,,,,,,,
Aug-1990,ARR,0,2,"4,915",41,"4,958","8,268",49,"8,317","13,275",,,,,,,,,,,
Aug-1990,ATW,845,997,"3,458",8,"5,308","1,936",8,"1,944","7,252",,,,,,,,,,,
Aug-1990,AZO,610,"1,968","4,037",66,"6,681","2,426",2,"2,428","9,109",,,,,,,,,,,
Aug-1990,BIS,728,616,"2,877",436,"4,657","1,264",413,"1,677","6,334",,,,,,,,,,,
Aug-1990,BKL,0,"1,645","3,595",139,"5,379","3,186",115,"3,301","8,680",,,,,,,,,,,
Aug-1990,BMG,0,260,"2,070",81,"2,411","2,103",60,"2,163","4,574",,,,,,,,,,,
Aug-1990,BMI,1,"1,210","4,913",140,"6,264","4,568",164,"4,732","10,996",,,,,,,,,,,
Aug-1990,BTL,0,9,"1,772",544,"2,325","1,822",524,"2,346","4,671",,,,,,,,,,,
Aug-1990,CAK,884,"1,222","5,889",623,"8,618","4,277",965,"5,242","13,860",,,,,,,,,,,
Aug-1990,CGF,0,491,"4,638",6,"5,135","2,180",0,"2,180","7,315",,,,,,,,,,,
Aug-1990,CGX,0,552,"4,252",64,"4,868","1,930",314,"2,244","7,112",,,,,,,,,,,
Aug-1990,CLE,"13,693","6,202","4,224",290,"24,409",6,6,12,"24,421",,,,,,,,,,,
Aug-1990,CMH,"5,329","5,389","6,582",254,"17,554","2,666",76,"2,742","20,296",,,,,,,,,,,
Aug-1990,CMI,184,"2,081","3,081",75,"5,421","5,356",8,"5,364","10,785",,,,,,,,,,,
Aug-1990,CPS,0,121,"4,056",32,"4,209","5,949",70,"6,019","10,228",,,,,,,,,,,
Aug-1990,DAY,"8,587","4,181","3,889",160,"16,817",136,24,160,"16,977",,,,,,,,,,,
Aug-1990,DEC,27,898,"2,678",468,"4,071","2,610","1,096","3,706","7,777",,,,,,,,,,,
Aug-1990,DET,"1,295","1,626","5,668",38,"8,627","3,776",0,"3,776","12,403",,,,,,,,,,,
Aug-1990,DLH,354,472,"2,008",341,"3,175","1,750","1,091","2,841","6,016",,,,,,,,,,,
Aug-1990,DPA,0,177,"9,663",29,"9,869","11,597",4,"11,601","21,470",,,,,,,,,,,
Aug-1990,DTW,"23,772","5,601","5,018",28,"34,419",0,0,0,"34,419",,,,,,,,,,,
Aug-1990,EVV,367,"2,419","2,932",169,"5,887","1,986",315,"2,301","8,188",,,,,,,,,,,
Aug-1990,FAR,514,"1,058","3,763",501,"5,836","2,808","1,050","3,858","9,694",,,,,,,,,,,
Aug-1990,FCM,0,4,"9,232",12,"9,248","15,106",84,"15,190","24,438",,,,,,,,,,,
Aug-1990,FNT,253,"1,634","3,335",38,"5,260","6,160",72,"6,232","11,492",,,,,,,,,,,
Aug-1990,FSD,976,648,"3,704",419,"5,747","1,820",380,"2,200","7,947",,,,,,,,,,,
Aug-1990,FWA,"2,434","1,632","3,906",280,"8,252","2,302",119,"2,421","10,673",,,,,,,,,,,
Aug-1990,GFK,336,376,"6,137",56,"6,905","10,095",0,"10,095","17,000",,,,,,,,,,,
Aug-1990,GRB,"1,090","1,665","2,594",197,"5,546","2,412",410,"2,822","8,368",,,,,,,,,,,
Aug-1990,GRR,"2,305","2,383","6,354",105,"11,147","5,198",46,"5,244","16,391",,,,,,,,,,,
Aug-1990,HUF,31,233,"2,139",477,"2,880","2,426",316,"2,742","5,622",,,,,,,,,,,
Aug-1990,IND,"9,734","5,016","5,028",214,"19,992",83,2,85,"20,077",,,,,,,,,,,
Aug-1990,JVL,0,179,"5,377",79,"5,635","3,892",158,"4,050","9,685",,,,,,,,,,,
Aug-1990,JXN,0,46,"3,610",156,"3,812","2,908",62,"2,970","6,782",,,,,,,,,,,
Aug-1990,LAF,22,330,"3,176",14,"3,542","4,728",22,"4,750","8,292",,,,,,,,,,,
Aug-1990,LAN,896,"2,037","4,879",140,"7,952","5,642",260,"5,902","13,854",,,,,,,,,,,
Aug-1990,LSE,218,925,"3,555",181,"4,879","2,826",240,"3,066","7,945",,,,,,,,,,,
Aug-1990,LUK,0,392,"6,356",169,"6,917","9,009",72,"9,081","15,998",,,,,,,,,,,
Aug-1990,MBS,612,615,"2,368",82,"3,677",876,130,"1,006","4,683",,,,,,,,,,,
Aug-1990,MDH,0,4,"2,584",42,"2,630","4,117",13,"4,130","6,760",,,,,,,,,,,
Aug-1990,MDW,"11,733","9,075","7,752",473,"29,033",34,32,66,"29,099",,,,,,,,,,,
Aug-1990,MFD,0,21,"2,010",282,"2,313","1,932",674,"2,606","4,919",,,,,,,,,,,
Aug-1990,MIC,0,732,"6,473",52,"7,257","11,414",61,"11,475","18,732",,,,,,,,,,,
