Date,Facility,,,,Military,Total,Civil,Military,Total,
,,Carrier,Taxi,Aviation,,,,,,Operations
Jul-2005,ROC,"2,713","3,791","2,984",120,"9,608","4,104",147,"4,251","13,859"
Jul-2005,SBY,3,580,"1,996",140,"2,719","1,086",310,"1,396","4,115"
Jul-2005,SWF,326,"1,574","3,173",373,"5,446","2,878",444,"3,322","8,768"
Jul-2005,SYR,"1,799","3,803","3,512",427,"9,541","1,116",478,"1,594","11,135"
Jul-2005,TEB,0,"5,911","10,133",7,"16,051",2,0,2,"16,053"
Jul-2005,TTN,3,544,"5,119",265,"5,931","2,810",28,"2,838","8,769"
Jul-2005,UCA,4,252,"2,470",118,"2,844","3,787",64,"3,851","6,695"
Aug-2005,ABE,"1,766","1,668","4,867",191,"8,492","3,435",96,"3,531","12,023"
Aug-2005,ACY,"1,218",964,"2,965","1,663","6,810","3,247","2,326","5,573","12,383"
Aug-2005,ADW,3,0,277,"3,415","3,695",561,"3,555","4,116","7,811"
Aug-2005,AGC,1,"1,927","4,036",78,"6,042","2,158",28,"2,186","8,228"
Aug-2005,ALB,"2,629","3,975","2,370",264,"9,238",717,126,843,"10,081"
Aug-2005,AVP,693,"1,370","2,015",15,"4,093","2,997",122,"3,119","7,212"
Aug-2005,BGM,0,"1,055",858,69,"1,982",450,8,458,"2,440"
Aug-2005,BUF,"4,110","4,539","1,895",56,"10,600","1,356",186,"1,542","12,142"
Aug-2005,BWI,"18,868","4,601","2,690",59,"26,218",638,7,645,"26,863"
Aug-2005,CDW,0,18,"6,532",53,"6,603","4,334",0,"4,334","10,937"
Aug-2005,CHO,0,"1,797","2,355",149,"4,301","1,228",132,"1,360","5,661"
Aug-2005,CKB,6,375,"1,534",713,"2,628","1,497","1,868","3,365","5,993"
Aug-2005,CRW,3,"3,738","1,780",232,"5,753",647,178,825,"6,578"
Aug-2005,CXY,0,72,"2,483",180,"2,735","1,398",104,"1,502","4,237"
Aug-2005,DCA,"15,988","7,887",238,13,"24,126",0,0,0,"24,126"
Aug-2005,ELM,18,"1,032","2,007",41,"3,098","1,952",16,"1,968","5,066"
Aug-2005,ERI,3,"1,414","2,390",31,"3,838","2,471",22,"2,493","6,331"
Aug-2005,EWR,"23,323","14,917","1,121",5,"39,366",1,0,1,"39,367"
Aug-2005,FRG,4,881,"9,145",18,"10,048","8,521",304,"8,825","18,873"
Aug-2005,HEF,0,549,"5,890",30,"6,469","4,681",10,"4,691","11,160"
Aug-2005,HGR,0,314,"2,663",219,"3,196","1,708",174,"1,882","5,078"
Aug-2005,HLG,0,97,"1,514",326,"1,937","2,312",684,"2,996","4,933"
Aug-2005,HPN,653,"5,565","9,671",1,"15,890","1,969",0,"1,969","17,859"
Aug-2005,HTS,151,774,"1,108",17,"2,050","1,186",0,"1,186","3,236"
Aug-2005,IAD,"14,152","27,684","4,747",61,"46,644",231,14,245,"46,889"
Aug-2005,IAG,49,81,"1,811",449,"2,390","1,804",788,"2,592","4,982"
Aug-2005,ILG,4,323,"4,042",190,"4,559","5,944",582,"6,526","11,085"
Aug-2005,IPT,0,612,"1,424",29,"2,065",776,20,796,"2,861"
Aug-2005,ISP,"2,237","1,062","7,138",217,"10,654","6,566",100,"6,666","17,320"
Aug-2005,ITH,0,952,"1,253",26,"2,231","2,420",10,"2,430","4,661"
Aug-2005,JFK,"26,536","5,712",738,12,"32,998",0,0,0,"32,998"
Aug-2005,LBE,21,215,"2,400",55,"2,691","1,704",86,"1,790","4,481"
Aug-2005,LGA,"18,180","15,928",848,16,"34,972",0,0,0,"34,972"
