Date,Facility,,,,Military,Total,Civil,Military,Total,
,,Carrier,Taxi,Aviation,,,,,,Operations
Apr-2013,MSY,"8,308","1,313","1,388",121,"11,130",0,0,0,"11,130"
Apr-2013,NEW,1,347,"2,678",114,"3,140","2,198",64,"2,262","5,402"
Apr-2013,OKC,"3,551","1,605","1,710","1,196","8,062",64,"1,386","1,450","9,512"
Apr-2013,OUN,0,28,"2,274",9,"2,311","2,444",2,"2,446","4,757"
Apr-2013,PWA,0,243,"3,093",122,"3,458","1,318",44,"1,362","4,820"
Apr-2013,RBD,0,4,"2,146",27,"2,177","2,422",38,"2,460","4,637"
Apr-2013,ROG,0,83,865,4,952,70,0,70,"1,022"
Apr-2013,ROW,169,538,602,916,"2,225",323,"2,486","2,809","5,034"
Apr-2013,RVS,0,189,"4,615",11,"4,815","6,351",0,"6,351","11,166"
Apr-2013,SAF,0,755,"1,752",226,"2,733","2,594",316,"2,910","5,643"
Apr-2013,SAT,"7,755","2,212","4,594",524,"15,085",0,0,0,"15,085"
Apr-2013,SGR,0,515,"3,467",11,"3,993","1,330",8,"1,338","5,331"
Apr-2013,SHV,230,"1,574","1,254",187,"3,245",40,34,74,"3,319"
Apr-2013,SJT,473,571,"1,512","1,870","4,426","1,646","3,734","5,380","9,806"
Apr-2013,SSF,0,4,"2,760",369,"3,133","3,862",428,"4,290","7,423"
Apr-2013,SWO,2,60,"1,886",68,"2,016","2,732",54,"2,786","4,802"
Apr-2013,TKI,5,121,"2,550",8,"2,684","4,735",0,"4,735","7,419"
Apr-2013,TUL,"2,303","1,867","1,917",328,"6,415",476,142,618,"7,033"
Apr-2013,TXK,10,393,852,94,"1,349",512,142,654,"2,003"
Apr-2013,TYR,29,520,"1,753",22,"2,324","1,066",27,"1,093","3,417"
Apr-2013,VCT,0,267,703,569,"1,539",868,"1,566","2,434","3,973"
Apr-2013,WDG,0,52,675,942,"1,669",354,529,883,"2,552"
Apr-2013,XNA,363,"2,116",386,220,"3,085",6,174,180,"3,265"
May-2013,ABI,44,934,"1,848",533,"3,359","1,176","1,064","2,240","5,599"
May-2013,ABQ,"5,062","2,544","2,373","1,347","11,326",346,566,912,"12,238"
May-2013,ACT,4,470,"1,723",240,"2,437",402,64,466,"2,903"
May-2013,ADM,1,2,"1,206",195,"1,404",347,284,631,"2,035"
May-2013,ADS,9,870,"6,318",82,"7,279",521,2,523,"7,802"
May-2013,AEG,0,109,"2,135",74,"2,318","2,940",164,"3,104","5,422"
May-2013,AEX,162,732,357,372,"1,623",890,516,"1,406","3,029"
May-2013,AFW,440,336,"3,658",708,"5,142","3,592",352,"3,944","9,086"
May-2013,AMA,559,"1,140","1,245","1,001","3,945",402,"1,298","1,700","5,645"
May-2013,ARA,21,"1,347","1,035",255,"2,658","5,816",42,"5,858","8,516"
May-2013,ASG,0,183,"1,109",0,"1,292",762,0,762,"2,054"
May-2013,AUS,"8,934","1,441","4,075",415,"14,865",114,42,156,"15,021"
May-2013,BAZ,0,97,"1,548",24,"1,669","1,902",10,"1,912","3,581"
May-2013,BPT,1,363,991,23,"1,378",496,0,496,"1,874"
May-2013,BRO,15,678,"1,201",270,"2,164",680,390,"1,070","3,234"
May-2013,BTR,189,"1,988","2,557",138,"4,872",775,10,785,"5,657"
May-2013,CLL,1,586,"1,723",647,"2,957",612,230,842,"3,799"
May-2013,CNW,0,6,"1,046",187,"1,239","1,414",466,"1,880","3,119"
May-2013,CRP,295,"1,443","1,414","1,878","5,030",116,"1,236","1,352","6,382"
May-2013,CWF,3,144,579,991,"1,717",172,452,624,"2,341"
May-2013,CXO,0,77,"2,601",135,"2,813","2,082",86,"2,168","4,981"
May-2013,DAL,"7,624","2,933","4,577",98,"15,232",0,0,0,"15,232"
May-2013,DFW,"38,552","19,342",531,16,"58,441",0,0,0,"58,441"
May-2013,DTN,0,22,"2,131",21,"2,174","1,928",2,"1,930","4,104"
May-2013,DTO,0,97,"6,174",11,"6,282","7,985",0,"7,985","14,267"
May-2013,DWH,1,472,"7,276",174,"7,923","8,066",54,"8,120","16,043"
May-2013,ELP,"2,949","1,882","1,864",333,"7,028",532,44,576,"7,604"
May-2013,FMN,0,"1,021","1,096",48,"2,165","1,111",6,"1,117","3,282"
May-2013,FSM,2,535,"1,067",435,"2,039",320,256,576,"2,615"
May-2013,FTW,5,811,"3,568",25,"4,409","1,754",10,"1,764","6,173"
May-2013,FWS,0,106,"1,692",39,"1,837","2,722",8,"2,730","4,567"
May-2013,FYV,0,67,"1,262",51,"1,380","1,620",68,"1,688","3,068"
May-2013,GGG,1,941,"1,269",289,"2,500","2,465",230,"2,695","5,195"
May-2013,GKY,0,46,"2,785",9,"2,840","2,560",0,"2,560","5,400"
May-2013,GLS,0,"1,113","1,229",72,"2,414",626,9,635,"3,049"
May-2013,GPM,0,4,"1,995",47,"2,046","3,707",258,"3,965","6,011"
May-2013,GTU,0,37,"2,607",12,"2,656","2,676",8,"2,684","5,340"
May-2013,HOB,0,204,491,6,701,20,4,24,725
May-2013,HOU,"9,717","3,189","4,591",223,"17,720",0,0,0,"17,720"
May-2013,HRL,818,374,872,362,"2,426",699,930,"1,629","4,055"
May-2013,HUM,0,"4,728","1,270",2,"6,000",304,6,310,"6,310"
May-2013,HYI,0,43,"2,194",27,"2,264","1,638",32,"1,670","3,934"
May-2013,IAH,"23,806","18,485","1,067",19,"43,377",0,0,0,"43,377"
May-2013,LAW,15,264,453,998,"1,730",100,0,100,"1,830"
May-2013,LBB,812,"2,126","1,855",487,"5,280",256,460,716,"5,996"
May-2013,LCH,2,"1,115","1,046",204,"2,367",711,178,889,"3,256"
May-2013,LFT,50,"2,837","1,891",54,"4,832",764,44,808,"5,640"
